"pt_ID","invOpen","invTotAssets","invTotContr","TrHonour","TrDisrupt","TrRetal","TrRepair","Drel_fI_tot","Drel_fT_tot","respMag","respAng"
"21931",12.000,202.000,50.000,1.000,0.000,0.750,0.250,-2.201,-1.968,0.422,-138.191
"22020",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"22053",14.000,221.000,126.000,0.750,0.250,0.500,0.500,-0.143,-0.264,0.043,-118.436
"22129",12.000,196.000,98.000,0.500,0.500,0.500,0.500,-0.075,-1.067,0.153,-94.006
"22152",10.000,270.000,162.000,0.750,0.250,0.250,0.750,-0.012,-0.188,0.027,-93.809
"22160",10.000,244.000,160.000,0.750,0.250,0.500,0.500,2.816,-0.138,0.403,-2.798
"22186",15.000,206.000,114.000,0.750,0.250,0.500,0.500,-0.038,-0.882,0.126,-92.442
"22202",12.000,252.000,139.000,1.000,0.000,0.250,0.750,0.410,-0.150,0.062,-20.057
"22236",14.000,237.000,144.000,1.000,0.000,0.600,0.400,1.213,-0.268,0.177,-12.480
"22277",5.000,221.000,124.000,0.500,0.500,0.000,1.000,0.800,-0.402,0.128,-26.703
"22335",6.000,200.000,60.000,1.000,0.000,0.800,0.200,-1.776,-1.608,0.342,-137.841
"22418",10.000,206.000,109.000,1.000,0.000,0.333,0.667,-0.022,-0.519,0.074,-92.453
"22442",9.000,203.000,99.000,0.667,0.333,0.400,0.600,0.366,-1.176,0.176,-72.731
"22467",17.000,229.000,129.000,0.333,0.667,0.400,0.600,-0.554,-0.430,0.100,-142.170
"22525",11.000,237.000,136.000,0.667,0.333,0.600,0.400,0.906,-0.472,0.146,-27.513
"22558",12.000,233.000,132.000,0.500,0.500,0.500,0.500,0.557,-0.301,0.090,-28.403
"22566",15.000,230.000,145.000,0.333,0.667,0.400,0.600,1.414,-0.437,0.211,-17.189
"22640",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"22715",10.000,215.000,107.000,0.667,0.333,0.800,0.200,-0.069,-0.341,0.050,-101.520
"22723",5.000,206.000,41.000,0.600,0.400,0.333,0.667,-1.422,-0.837,0.236,-149.525
"22822",15.000,206.000,65.000,NaN,NaN,1.000,0.000,-2.667,-1.250,0.421,-154.885
"22830",8.000,230.000,125.000,1.000,0.000,0.750,0.250,1.663,-0.283,0.241,-9.649
"22863",5.000,233.000,117.000,0.400,0.600,0.333,0.667,0.969,-0.243,0.143,-14.057
"22871",5.000,201.000,109.000,0.333,0.667,0.333,0.667,-0.633,0.015,0.091,178.673
"22889",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"22897",6.000,192.000,48.000,0.400,0.600,0.000,1.000,-0.650,-1.010,0.172,-122.779
"22905",11.000,235.000,116.000,0.333,0.667,0.400,0.600,0.065,-0.271,0.040,-76.441
"22913",20.000,266.000,185.000,0.750,0.250,0.250,0.750,1.250,-0.490,0.192,-21.395
"22996",8.000,222.000,124.000,1.000,0.000,0.500,0.500,1.786,-0.317,0.259,-10.082
"23077",5.000,210.000,83.000,1.000,0.000,0.600,0.400,0.137,-1.286,0.185,-83.924
"23150",20.000,280.000,180.000,1.000,0.000,0.250,0.750,-1.000,-0.752,0.179,-143.051
"23168",10.000,216.000,115.000,0.667,0.333,0.600,0.400,0.783,-0.528,0.135,-34.012
"23176",5.000,204.000,81.000,0.500,0.500,0.500,0.500,-0.362,-1.153,0.173,-107.424
"23192",20.000,287.000,188.000,0.500,0.500,0.250,0.750,0.011,-0.284,0.041,-87.757
"23218",19.000,266.000,189.000,1.000,0.000,0.500,0.500,-0.500,-0.420,0.093,-139.941
"23275",12.000,225.000,108.000,0.500,0.500,0.250,0.750,-0.015,-0.540,0.077,-91.630
"23283",10.000,246.000,145.000,1.000,0.000,1.000,0.000,1.000,-0.263,0.148,-14.715
"23317",13.000,224.000,124.000,0.333,0.667,0.200,0.800,0.378,-0.290,0.068,-37.565
"23341",15.000,259.000,160.000,0.750,0.250,0.250,0.750,2.750,-0.253,0.395,-5.259
"23390",10.000,201.000,86.000,0.667,0.333,0.600,0.400,-0.611,-0.745,0.138,-129.383
"23416",18.000,269.000,186.000,0.750,0.250,0.500,0.500,3.239,-0.201,0.464,-3.550
"23499",5.000,213.000,90.000,1.000,0.000,0.200,0.800,0.187,-0.646,0.096,-73.843
"23523",5.000,242.000,122.000,0.500,0.500,0.500,0.500,0.958,-0.333,0.145,-19.174
"23531",10.000,210.000,106.000,0.750,0.250,0.500,0.500,0.142,-0.894,0.129,-80.991
"23580",10.000,206.000,84.000,0.333,0.667,0.600,0.400,-0.330,-0.686,0.109,-115.712
"23648",5.000,198.000,42.000,0.000,1.000,0.200,0.800,-1.497,-1.981,0.355,-127.075
"23713",7.000,197.000,36.000,0.333,0.667,1.000,0.000,-2.769,-0.418,0.400,-171.421
"23747",5.000,215.000,80.000,0.333,0.667,0.400,0.600,-0.597,-0.683,0.130,-131.163
"23762",5.000,191.000,73.000,0.333,0.667,0.400,0.600,-0.712,-1.342,0.217,-117.966
"23838",8.000,240.000,148.000,0.500,0.500,0.250,0.750,0.917,-0.372,0.141,-22.088
"23986",13.000,228.000,137.000,0.333,0.667,0.400,0.600,0.450,-0.511,0.097,-48.606
"24059",9.000,257.000,153.000,0.667,0.333,0.200,0.800,2.235,-0.012,0.319,-0.317
"24067",10.000,206.000,100.000,0.500,0.500,0.000,1.000,0.532,-0.754,0.132,-54.796
"24091",5.000,255.000,135.000,1.000,0.000,0.400,0.600,1.525,-0.285,0.222,-10.583
"24125",8.000,220.000,120.000,1.000,0.000,0.600,0.400,1.433,-0.663,0.226,-24.830
"24190",5.000,251.000,148.000,0.750,0.250,0.000,1.000,2.722,-0.345,0.392,-7.215
"24216",5.000,202.000,64.000,0.667,0.333,0.600,0.400,-0.804,-0.892,0.172,-132.037
"24224",4.000,189.000,39.000,0.333,0.667,0.600,0.400,-1.411,-1.919,0.340,-126.327
"24281",5.000,195.000,71.000,0.333,0.667,0.400,0.600,-0.926,-1.215,0.218,-127.301
"24307",5.000,228.000,90.000,0.750,0.250,0.250,0.750,0.981,-0.349,0.149,-19.614
"24349",10.000,204.000,65.000,1.000,0.000,0.500,0.500,-1.167,-0.676,0.193,-149.926
"24356",4.000,195.000,43.000,0.500,0.500,0.500,0.500,-1.335,-0.883,0.229,-146.514
"24406",10.000,266.000,143.000,0.750,0.250,0.000,1.000,1.494,0.045,0.214,1.723
"24414",10.000,207.000,105.000,0.667,0.333,0.400,0.600,0.059,-0.629,0.090,-84.665
"24430",5.000,210.000,84.000,0.500,0.500,0.667,0.333,0.032,-0.446,0.064,-85.889
"24463",7.000,201.000,95.000,1.000,0.000,0.600,0.400,0.148,-0.450,0.068,-71.753
"24471",1.000,187.000,49.000,0.750,0.250,0.250,0.750,-0.221,-0.773,0.115,-105.948
"24489",12.000,258.000,164.000,0.800,0.200,0.333,0.667,2.214,-0.110,0.317,-2.841
"24604",20.000,277.000,145.000,0.667,0.333,0.250,0.750,-1.750,-0.319,0.254,-169.675
"24711",4.000,181.000,48.000,1.000,0.000,0.800,0.200,-1.190,-2.036,0.337,-120.311
"24752",15.000,218.000,135.000,0.250,0.750,0.250,0.750,1.236,-0.965,0.224,-37.982
"24828",10.000,260.000,172.000,1.000,0.000,0.250,0.750,0.986,-0.237,0.145,-13.544
"24836",20.000,297.000,191.000,0.750,0.250,0.500,0.500,2.483,-0.300,0.357,-6.887
"24844",10.000,205.000,80.000,0.500,0.500,0.500,0.500,-0.165,-0.719,0.105,-102.932
"24851",15.000,257.000,160.000,0.333,0.667,0.200,0.800,2.000,-0.423,0.292,-11.941
"24885",5.000,205.000,62.000,1.000,0.000,0.667,0.333,-1.297,-1.547,0.288,-129.973
"24927",5.000,208.000,94.000,0.333,0.667,0.600,0.400,-0.360,-0.676,0.109,-118.002
"24935",15.000,245.000,124.000,0.667,0.333,0.500,0.500,-0.725,-0.270,0.111,-159.572
"24943",12.000,191.000,85.000,0.500,0.500,0.667,0.333,-0.693,-1.545,0.242,-114.164
"24976",10.000,213.000,113.000,0.500,0.500,0.500,0.500,0.333,-0.740,0.116,-65.759
"25007",15.000,217.000,114.000,0.667,0.333,0.800,0.200,-0.257,-0.783,0.118,-108.179
"25064",3.000,194.000,26.000,0.800,0.200,1.000,0.000,-1.968,-0.708,0.299,-160.201
"25072",10.000,183.000,72.000,0.250,0.750,0.250,0.750,-1.580,-1.646,0.326,-133.832
"25098",15.000,203.000,75.000,0.000,1.000,1.000,0.000,-3.033,-0.753,0.446,-166.065
"25148",7.000,184.000,66.000,0.667,0.333,0.200,0.800,-0.268,-1.317,0.192,-101.522
"25262",7.000,193.000,81.000,0.667,0.333,0.400,0.600,-0.218,-1.005,0.147,-102.218
"25338",10.000,209.000,111.000,0.750,0.250,0.500,0.500,-0.419,-0.627,0.108,-123.746
"25353",12.000,213.000,112.000,0.750,0.250,0.750,0.250,-0.213,-0.556,0.085,-110.952
"25387",1.000,198.000,21.000,1.000,0.000,1.000,0.000,-2.226,-1.402,0.376,-147.807
"25395",13.000,203.000,103.000,0.500,0.500,0.667,0.333,-0.425,-0.289,0.073,-145.832
"25403",4.000,199.000,46.000,1.000,0.000,0.750,0.250,-1.482,-1.117,0.265,-143.009
"25445",10.000,208.000,101.000,0.750,0.250,0.500,0.500,-0.381,-0.546,0.095,-124.913
"25460",3.000,195.000,42.000,1.000,0.000,0.667,0.333,-1.368,-0.969,0.240,-144.682
"25502",10.000,203.000,60.000,0.000,1.000,0.333,0.667,-2.098,-1.103,0.339,-152.270
"25510",10.000,195.000,83.000,0.333,0.667,0.200,0.800,-0.014,-1.312,0.187,-90.624
"25544",7.000,203.000,97.000,0.667,0.333,0.600,0.400,0.175,-0.675,0.100,-75.480
"25569",10.000,269.000,170.000,1.000,0.000,0.000,1.000,1.986,-0.157,0.285,-4.515
"25619",7.000,185.000,67.000,0.667,0.333,0.400,0.600,-0.615,-1.713,0.260,-109.744
"25684",10.000,235.000,136.000,0.500,0.500,0.250,0.750,1.783,-0.375,0.260,-11.870
"25742",10.000,257.000,163.000,1.000,0.000,0.500,0.500,2.036,0.075,0.291,2.105
"25890",10.000,242.000,142.000,1.000,0.000,0.250,0.750,0.521,-0.087,0.075,-9.492
"26005",10.000,209.000,125.000,0.500,0.500,1.000,0.000,-1.083,-0.531,0.172,-153.882
"26047",7.000,183.000,63.000,0.500,0.500,0.333,0.667,-1.115,-2.490,0.390,-114.115
"26138",6.000,204.000,56.000,0.333,0.667,0.600,0.400,-1.228,-1.879,0.321,-123.154
"26153",4.000,189.000,44.000,0.800,0.200,0.333,0.667,-0.878,-1.116,0.203,-128.174
"26161",11.000,211.000,84.000,1.000,0.000,0.800,0.200,-0.103,-0.564,0.082,-100.365
"26328",4.000,206.000,111.000,0.500,0.500,0.250,0.750,2.158,-0.503,0.317,-13.130
"26351",12.000,235.000,133.000,0.667,0.333,0.600,0.400,0.305,-0.531,0.088,-60.130
"26401",11.000,258.000,150.000,0.750,0.250,0.250,0.750,1.161,-0.005,0.166,-0.260
"26476",15.000,215.000,140.000,0.667,0.333,0.400,0.600,0.933,-0.486,0.150,-27.523
"26500",8.000,207.000,77.000,1.000,0.000,0.333,0.667,-0.104,-0.690,0.100,-98.581
"26518",2.000,176.000,54.000,0.667,0.333,0.600,0.400,-0.255,-2.828,0.406,-95.144
"26526",8.000,252.000,133.000,1.000,0.000,0.500,0.500,1.764,-0.137,0.253,-4.435
"26625",8.000,199.000,72.000,1.000,0.000,0.571,0.429,-1.225,-1.439,0.270,-130.415
"26633",5.000,205.000,57.000,1.000,0.000,0.600,0.400,-0.849,-1.253,0.216,-124.122
"26690",5.000,242.000,109.000,0.600,0.400,0.333,0.667,1.894,-0.638,0.286,-18.628
"26724",2.000,189.000,28.000,0.667,0.333,0.600,0.400,-1.502,-1.989,0.356,-127.064
"26740",15.000,268.000,173.000,0.800,0.200,0.333,0.667,2.400,-0.129,0.343,-3.066
"26807",6.000,201.000,52.000,1.000,0.000,0.800,0.200,-1.787,-0.375,0.261,-168.148
"26815",15.000,209.000,134.000,0.333,0.667,0.600,0.400,-0.086,-1.049,0.150,-94.676
"26948",10.000,189.000,61.000,0.500,0.500,0.750,0.250,-1.731,-1.375,0.316,-141.540
"26997",10.000,233.000,124.000,0.000,1.000,0.200,0.800,0.360,-0.222,0.060,-31.679
"27029",10.000,219.000,90.000,0.667,0.333,0.600,0.400,-0.579,-0.549,0.114,-136.509
"27102",4.000,183.000,50.000,1.000,0.000,0.600,0.400,-0.917,-1.781,0.286,-117.233
"27169",5.000,216.000,80.000,1.000,0.000,0.600,0.400,-0.264,-0.539,0.086,-116.095
"27300",6.000,214.000,82.000,0.667,0.333,0.400,0.600,-0.237,-0.545,0.085,-113.464
"27326",5.000,189.000,66.000,0.667,0.333,0.600,0.400,-1.308,-1.328,0.266,-134.577
"27334",10.000,197.000,95.000,0.333,0.667,0.600,0.400,-0.579,-0.870,0.149,-123.626
"27433",17.000,267.000,195.000,1.000,0.000,0.333,0.667,-0.100,-0.305,0.046,-108.125
"27490",10.000,190.000,87.000,0.250,0.750,0.500,0.500,-1.217,-1.704,0.299,-125.532
"27664",3.000,184.000,58.000,0.000,1.000,0.500,0.500,-1.484,-2.641,0.433,-119.335
"27698",5.000,218.000,62.000,0.000,1.000,0.500,0.500,-2.187,-1.397,0.371,-147.436
"27722",11.000,279.000,155.000,1.000,0.000,0.000,1.000,2.718,0.007,0.388,0.140
"27797",5.000,195.000,61.000,0.333,0.667,0.200,0.800,-0.606,-1.485,0.229,-112.205
"27813",5.000,186.000,77.000,0.500,0.500,0.500,0.500,-0.967,-1.389,0.242,-124.843
"27847",19.000,275.000,199.000,1.000,0.000,0.000,1.000,0.000,-0.420,0.060,-90.000
"27862",5.000,189.000,83.000,0.333,0.667,0.400,0.600,-0.342,-1.439,0.211,-103.354
"28043",7.000,201.000,96.000,0.667,0.333,0.600,0.400,0.097,-0.614,0.089,-81.027
"28076",5.000,255.000,137.000,1.000,0.000,0.000,1.000,2.410,-0.147,0.345,-3.498
"28092",18.000,274.000,188.000,1.000,0.000,0.500,0.500,-0.500,-0.168,0.075,-161.468
"28142",10.000,181.000,81.000,0.333,0.667,0.600,0.400,-1.388,-2.423,0.399,-119.812
"28399",10.000,209.000,109.000,1.000,0.000,0.500,0.500,-0.063,-0.437,0.063,-98.215
"28431",9.000,258.000,148.000,1.000,0.000,0.200,0.800,1.648,0.103,0.236,3.559
"28480",10.000,217.000,102.000,0.667,0.333,0.400,0.600,-0.376,-0.651,0.107,-120.032
"28571",15.000,216.000,133.000,1.000,0.000,0.500,0.500,-0.048,-0.823,0.118,-93.302
"28647",12.000,263.000,157.000,1.000,0.000,0.667,0.333,1.344,-0.063,0.192,-2.702
"28670",10.000,231.000,155.000,0.750,0.250,0.500,0.500,2.217,-0.341,0.320,-8.758
"28704",12.000,265.000,176.000,1.000,0.000,0.333,0.667,1.000,-0.293,0.149,-16.337
"28738",10.000,227.000,110.000,0.500,0.500,0.250,0.750,0.295,-0.325,0.063,-47.742
"28746",10.000,210.000,94.000,1.000,0.000,0.667,0.333,-0.800,-0.486,0.134,-148.733
"28787",5.000,201.000,40.000,1.000,0.000,1.000,0.000,-2.248,-1.016,0.352,-155.681
"28829",7.000,199.000,79.000,1.000,0.000,0.571,0.429,-0.619,-0.706,0.134,-131.247
"29298",11.000,281.000,157.000,1.000,0.000,0.000,1.000,2.560,0.031,0.366,0.695
"29447",10.000,284.000,179.000,1.000,0.000,0.000,1.000,1.714,0.059,0.245,1.975
"29520",15.000,224.000,123.000,1.000,0.000,0.750,0.250,-0.150,-0.461,0.069,-108.008
"29538",15.000,257.000,165.000,1.000,0.000,0.800,0.200,1.371,-0.286,0.200,-11.773
"29629",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"29637",20.000,280.000,180.000,1.000,0.000,0.250,0.750,-1.000,-0.752,0.179,-143.051
"29660",10.000,203.000,91.000,0.500,0.500,0.750,0.250,-0.675,-0.446,0.116,-146.538
"29801",20.000,271.000,144.000,0.667,0.333,0.600,0.400,0.950,-0.350,0.145,-20.250
"29850",6.000,180.000,62.000,0.000,1.000,0.571,0.429,-1.044,-1.789,0.296,-120.264
"29934",20.000,264.000,164.000,1.000,0.000,0.400,0.600,0.283,-0.370,0.067,-52.545
"30122",11.000,219.000,110.000,0.500,0.500,0.500,0.500,-0.231,-0.435,0.070,-117.945
"30148",14.000,190.000,78.000,1.000,0.000,0.500,0.500,-0.426,-1.243,0.188,-108.924
"30163",5.000,203.000,81.000,1.000,0.000,0.333,0.667,0.211,-1.171,0.170,-79.812
"30197",10.000,241.000,139.000,0.500,0.500,0.250,0.750,1.545,-0.127,0.221,-4.694
"30213",15.000,246.000,165.000,1.000,0.000,0.500,0.500,0.333,-0.322,0.066,-43.970
"30262",5.000,240.000,114.000,1.000,0.000,0.250,0.750,3.058,-0.305,0.439,-5.704
"30353",13.000,247.000,152.000,0.250,0.750,0.000,1.000,1.070,-0.069,0.153,-3.705
"30577",8.000,184.000,76.000,0.333,0.667,0.200,0.800,-0.559,-1.356,0.209,-112.399
"30593",15.000,207.000,85.000,1.000,0.000,1.000,0.000,-2.521,-1.216,0.400,-154.258
"30601",2.000,198.000,9.000,1.000,0.000,1.000,0.000,-2.000,-1.333,0.343,-146.310
"30643",10.000,202.000,32.000,0.500,0.500,0.667,0.333,-2.747,-1.152,0.426,-157.244
"30775",5.000,241.000,108.000,1.000,0.000,0.400,0.600,0.372,-0.685,0.111,-61.495
"30809",6.000,217.000,102.000,0.600,0.400,0.333,0.667,0.944,-0.292,0.141,-17.201
"30825",3.000,188.000,31.000,0.750,0.250,0.500,0.500,-1.568,-1.210,0.283,-142.345
"30833",5.000,218.000,49.000,0.000,1.000,0.500,0.500,-2.844,-0.197,0.407,-176.032
"30924",12.000,205.000,103.000,0.200,0.800,0.000,1.000,-0.306,-0.644,0.102,-115.386
"30973",5.000,203.000,73.000,0.000,1.000,0.200,0.800,-0.659,-0.742,0.142,-131.604
"30999",4.000,194.000,42.000,1.000,0.000,1.000,0.000,-0.749,-0.706,0.147,-136.677
"31013",20.000,288.000,199.000,0.750,0.250,0.000,1.000,0.950,-0.481,0.152,-26.861
"31070",5.000,219.000,102.000,0.500,0.500,0.167,0.833,0.461,-0.578,0.106,-51.428
"31088",10.000,212.000,95.000,0.500,0.500,0.500,0.500,-0.418,-0.522,0.096,-128.703
"31104",6.000,204.000,89.000,0.500,0.500,0.500,0.500,-0.512,-0.578,0.110,-131.576
"31112",13.000,198.000,129.000,0.667,0.333,0.667,0.333,0.769,-0.728,0.151,-43.436
"31179",5.000,214.000,103.000,0.500,0.500,0.333,0.667,-0.080,-0.679,0.098,-96.703
"31229",10.000,179.000,80.000,1.000,0.000,0.800,0.200,-0.985,-1.978,0.316,-116.457
"31237",15.000,274.000,167.000,1.000,0.000,0.333,0.667,0.400,-0.332,0.074,-39.675
"31278",4.000,210.000,15.000,NaN,NaN,1.000,0.000,-1.000,-0.200,0.146,-168.690
"31310",15.000,203.000,83.000,0.333,0.667,0.667,0.333,-2.361,-0.580,0.347,-166.208
"31377",10.000,213.000,96.000,0.750,0.250,0.250,0.750,0.441,-0.461,0.091,-46.295
"31401",4.000,185.000,87.000,0.250,0.750,0.250,0.750,-0.060,-1.005,0.144,-93.424
"31526",10.000,209.000,104.000,0.333,0.667,0.500,0.500,-1.305,-1.204,0.254,-137.290
"31534",10.000,206.000,96.000,1.000,0.000,0.600,0.400,-0.075,-0.746,0.107,-95.759
"31542",12.000,237.000,123.000,1.000,0.000,0.667,0.333,0.186,-0.239,0.043,-52.160
"31559",14.000,207.000,101.000,1.000,0.000,0.800,0.200,-0.328,-0.548,0.091,-120.873
"31674",13.000,244.000,154.000,1.000,0.000,0.250,0.750,0.550,-0.056,0.079,-5.833
"31724",4.000,196.000,25.000,1.000,0.000,0.750,0.250,-2.236,-1.756,0.406,-141.859
"31765",0.000,243.000,81.000,0.333,0.667,0.500,0.500,-0.473,-0.682,0.119,-124.731
"31856",7.000,212.000,118.000,0.800,0.200,0.333,0.667,1.597,-0.055,0.228,-1.956
"31880",2.000,199.000,5.000,NaN,NaN,1.000,0.000,-2.000,-2.000,0.404,-135.000
"31906",15.000,210.000,136.000,0.000,1.000,0.750,0.250,-1.555,-0.904,0.257,-149.812
"31922",5.000,197.000,66.000,0.000,1.000,0.500,0.500,-1.831,-1.057,0.302,-149.987
"31971",15.000,204.000,80.000,1.000,0.000,0.800,0.200,-1.361,-1.436,0.283,-133.457
"31997",12.000,244.000,131.000,0.500,0.500,0.250,0.750,0.782,-0.153,0.114,-11.041
"32003",10.000,195.000,96.000,1.000,0.000,0.400,0.600,0.610,-1.093,0.179,-60.834
"32052",11.000,219.000,126.000,0.333,0.667,0.200,0.800,1.272,-0.996,0.231,-38.044
"32078",20.000,213.000,111.000,0.500,0.500,1.000,0.000,-2.333,-1.387,0.388,-149.266
"32110",3.000,190.000,26.000,0.000,1.000,0.750,0.250,-3.925,-2.167,0.641,-151.103
"32128",5.000,215.000,78.000,1.000,0.000,0.429,0.571,-1.056,-1.014,0.209,-136.141
"32151",5.000,194.000,57.000,0.333,0.667,0.400,0.600,-1.057,-1.813,0.300,-120.235
"32177",20.000,280.000,180.000,1.000,0.000,0.250,0.750,-1.000,-0.752,0.179,-143.051
"32193",1.000,197.000,29.000,0.833,0.167,0.500,0.500,-0.742,-0.262,0.112,-160.585
"32250",20.000,235.000,134.000,0.333,0.667,0.200,0.800,1.650,-0.745,0.259,-24.291
"32359",5.000,201.000,79.000,0.750,0.250,0.750,0.250,-0.391,-0.933,0.145,-112.759
"32367",5.000,190.000,48.000,1.000,0.000,0.571,0.429,-1.316,-1.529,0.288,-130.720
"32391",11.000,211.000,115.000,0.500,0.500,0.500,0.500,0.041,-0.557,0.080,-85.834
"32417",3.000,186.000,35.000,0.667,0.333,0.800,0.200,-1.667,-2.217,0.396,-126.948
"32458",9.000,207.000,90.000,0.333,0.667,0.600,0.400,-0.367,-0.453,0.083,-128.990
"32524",20.000,284.000,200.000,1.000,0.000,0.000,1.000,0.000,-0.752,0.107,-90.000
"32581",5.000,220.000,81.000,1.000,0.000,0.400,0.600,-0.856,-0.926,0.180,-132.762
"32664",10.000,227.000,132.000,1.000,0.000,0.600,0.400,1.172,-0.382,0.176,-18.060
"32672",6.000,186.000,58.000,0.400,0.600,0.333,0.667,-0.763,-1.555,0.247,-116.147
"32862",20.000,215.000,99.000,0.333,0.667,0.400,0.600,-0.450,-1.716,0.253,-104.682
"33035",5.000,202.000,75.000,0.667,0.333,1.000,0.000,-1.516,-1.043,0.263,-145.491
"33050",12.000,226.000,116.000,0.500,0.500,0.333,0.667,1.605,-1.102,0.278,-34.474
"33092",5.000,204.000,39.000,1.000,0.000,0.500,0.500,-1.767,-1.532,0.334,-139.074
"33100",3.000,182.000,49.000,0.667,0.333,0.800,0.200,-1.952,-1.824,0.382,-136.947
"33134",6.000,175.000,62.000,0.250,0.750,0.250,0.750,-1.111,-2.132,0.343,-117.525
"33183",10.000,203.000,94.000,0.667,0.333,0.600,0.400,-0.388,-0.710,0.116,-118.639
"33217",10.000,238.000,140.000,1.000,0.000,1.000,0.000,1.237,-0.122,0.178,-5.635
"33316",10.000,210.000,108.000,0.667,0.333,0.600,0.400,-0.252,-0.494,0.079,-116.966
"33407",10.000,195.000,82.000,0.500,0.500,0.667,0.333,-1.457,-2.406,0.402,-121.201
"33431",5.000,205.000,55.000,0.750,0.250,0.500,0.500,-1.181,-0.640,0.192,-151.544
"33449",5.000,249.000,127.000,1.000,0.000,0.400,0.600,2.481,-0.174,0.355,-4.010
"33464",20.000,208.000,48.000,0.500,0.500,0.500,0.500,-0.989,-0.668,0.170,-145.957
"33522",10.000,204.000,102.000,1.000,0.000,0.800,0.200,-0.003,-0.604,0.086,-90.328
"33530",11.000,262.000,158.000,1.000,0.000,0.250,0.750,0.912,-0.250,0.135,-15.300
"33639",4.000,192.000,52.000,0.667,0.333,0.600,0.400,-1.978,-1.173,0.328,-149.323
"33753",5.000,199.000,62.000,0.333,0.667,0.400,0.600,-1.101,-2.085,0.337,-117.837
"33803",12.000,244.000,136.000,0.800,0.200,0.333,0.667,1.783,-0.172,0.256,-5.521
"33829",15.000,201.000,56.000,0.500,0.500,0.667,0.333,-2.188,-1.197,0.356,-151.313
"33845",10.000,200.000,88.000,0.750,0.250,0.500,0.500,0.383,-1.668,0.244,-77.057
"33894",18.000,253.000,165.000,0.800,0.200,0.333,0.667,0.754,0.032,0.108,2.443
"34025",10.000,279.000,178.000,1.000,0.000,0.000,1.000,1.833,0.059,0.262,1.842
"34033",15.000,209.000,98.000,0.250,0.750,0.250,0.750,0.009,-0.871,0.124,-89.402
"34041",12.000,215.000,47.000,0.800,0.200,1.000,0.000,-1.697,-0.426,0.250,-165.919
"34132",12.000,230.000,121.000,0.000,1.000,0.500,0.500,-0.156,-0.507,0.076,-107.100
"34199",12.000,214.000,103.000,0.333,0.667,0.400,0.600,-0.205,-0.528,0.081,-111.222
"34207",5.000,201.000,51.000,0.667,0.333,0.400,0.600,-0.400,-1.124,0.170,-109.592
"34272",18.000,266.000,173.000,0.500,0.500,0.500,0.500,0.516,-0.277,0.084,-28.228
"34280",10.000,207.000,82.000,0.667,0.333,0.800,0.200,-2.381,-0.642,0.352,-164.919
"34314",12.000,229.000,139.000,0.500,0.500,0.750,0.250,0.892,-0.192,0.130,-12.150
"34421",8.000,223.000,103.000,1.000,0.000,0.400,0.600,0.227,-0.399,0.066,-60.389
"34470",20.000,230.000,115.000,0.500,0.500,0.500,0.500,-0.944,-1.255,0.224,-126.973
"34520",2.000,190.000,29.000,1.000,0.000,0.400,0.600,-1.411,-2.721,0.438,-117.405
"34538",7.000,177.000,76.000,0.500,0.500,0.750,0.250,-1.187,-1.364,0.258,-131.026
"34629",5.000,212.000,75.000,1.000,0.000,0.833,0.167,-1.216,-1.193,0.243,-135.558
"34686",10.000,218.000,127.000,0.333,0.667,0.400,0.600,0.105,-0.558,0.081,-79.389
"34736",11.000,211.000,92.000,0.250,0.750,0.500,0.500,-1.074,-1.131,0.223,-133.502
"34744",5.000,242.000,145.000,0.333,0.667,0.200,0.800,2.456,-0.570,0.360,-13.072
"34843",7.000,212.000,122.000,0.400,0.600,0.333,0.667,1.328,-0.136,0.191,-5.850
"34884",10.000,208.000,107.000,0.000,1.000,0.250,0.750,0.311,-0.961,0.144,-72.050
"34918",5.000,194.000,59.000,0.000,1.000,0.667,0.333,-1.742,-0.942,0.283,-151.599
"34983",14.000,234.000,153.000,0.833,0.167,1.000,0.000,0.738,0.123,0.107,9.440
"35097",10.000,182.000,89.000,0.333,0.667,0.667,0.333,-2.167,-1.075,0.346,-153.612
"35212",12.000,224.000,110.000,1.000,0.000,0.800,0.200,-1.001,-0.609,0.167,-148.676
"35311",15.000,238.000,161.000,0.800,0.200,0.667,0.333,1.505,-0.214,0.217,-8.094
"35337",14.000,221.000,109.000,0.750,0.250,0.750,0.250,-1.044,-1.117,0.218,-133.086
"35352",11.000,251.000,141.000,0.750,0.250,0.750,0.250,0.718,-0.084,0.103,-6.651
"35428",10.000,206.000,100.000,1.000,0.000,0.000,1.000,0.000,-0.700,0.100,-90.000
"35451",5.000,205.000,63.000,0.500,0.500,0.000,1.000,-0.342,-0.635,0.103,-118.280
"35477",5.000,202.000,44.000,0.667,0.333,0.600,0.400,-0.800,-1.129,0.198,-125.301
"35485",8.000,190.000,67.000,0.000,1.000,0.500,0.500,-1.375,-1.769,0.320,-127.854
"35501",6.000,199.000,41.000,0.333,0.667,0.400,0.600,-2.354,-1.245,0.380,-152.129
