"ID";"NLL";"InvestorToM";"InvestorPlan";"InvestorGuilt";"InvestorAversion";"InvestorTemp";"InvestorIrrBelief";"InvestorIrritability";"IrrInd"
24752;8.39449004115455;4;4;0.4;1.8;1;4;0;1
24828;0.011800714364343;4;4;1;0.4;1;1;1;1
24836;9.72377075551706;4;4;1;1;1;0;0;1
24844;8.94283887795157;4;1;1;1.2;1;0;0;0
24851;2.81892807955353;4;1;1;1.8;0.5;4;1;1
24927;4.65001760576914;4;1;1;1.2;1;1;0;1
24935;10.8652702987661;2;3;0.4;1.2;0.5;0;0;1
24943;5.00157251689559;4;1;1;1.8;0.5;4;0;0
24976;0.011800714364343;4;4;1;0.4;1;1;1;1
25007;13.478404138311;4;4;1;1.4;0.333333333333333;0;0;1
25064;7.01407913621423;2;1;1;1.6;0.5;4;0.75;1
25072;4.91151058725654;4;4;1;1.6;0.5;1;0.75;1
25098;11.9796770709365;4;2;0.4;1.4;0.333333333333333;4;0;1
25148;4.890320986989;2;1;1;1.4;1;0;0.75;1
25338;0.917703514660097;2;1;0.4;0.8;1;3;0;1
25353;7.85403734936645;2;1;1;1;1;3;0;1
25387;0.00142933399558422;0;4;0;1.8;1;3;0;0
25395;14.9999577390503;0;2;0.4;0.8;0.25;4;0;1
25403;6.69395922461319;4;1;0.4;1.2;1;1;0;0
25460;13.0787108060661;4;1;1;1.4;0.5;4;0;1
25502;5.9778165331386;4;1;0.4;1.6;1;4;0.25;1
25510;10.685559124816;2;1;0.4;1.2;0.5;3;0;1
25569;0.00128153209960105;2;4;1;0.4;1;1;0;1
25684;8.07916346191092;4;1;0.4;1.2;1;2;1;1
25742;5.67688235734784;2;1;0.4;1;0.5;2;0;1
25890;0.011800714364343;4;4;1;0.4;1;1;1;1
26005;3.34625092836404;2;2;1;1.6;1;4;0;0
26047;7.09142801768332;4;1;1;1.8;0.5;4;0;0
26153;11.122731096905;0;4;0.4;1.4;0.333333333333333;2;0;1
26161;7.49490282681193;4;4;1;1.8;0.5;1;0;1
26328;9.20634631033947;4;1;1;1;1;0;0;0
26351;3.62598610271851;4;1;1;1.2;0.5;4;0;1
26401;3.02964580319596;4;1;0.4;1.4;1;4;0.5;1
26500;2.86663273094126;4;4;1;1.8;1;1;0;0
26518;12.4803598334047;0;1;0.4;0.8;0.333333333333333;4;1;1
26526;6.95335158879551;0;1;0.4;1;1;2;0;0
26633;7.02240712354422;4;1;0.4;1;1;2;0;1
26690;12.164811535682;4;1;0.4;0.8;1;0;0;1
26724;0.0860825766064646;0;4;1;1.8;1;3;0;0
26807;5.49721434278792;0;1;0.4;1.4;1;0;0;1
26815;4.46650143189596;4;2;1;1.4;1;0;0;1
26948;10.4090290640182;2;1;0;0.8;1;0;0;0
26997;12.8882002709185;0;1;0.4;0.8;1;3;0;1
27029;5.66217767879145;2;4;1;1.8;1;3;0.25;1
27102;6.39404799521949;4;4;1;1.8;0.5;0;0;1
27169;8.80374553947912;4;3;0.4;1.6;1;1;0;1
27300;6.16306643205737;4;4;1;1.8;0.5;0;0;1
27490;13.1137953478398;2;2;1;1;0.25;2;1;1
27664;11.8764751882738;4;1;0.4;1;1;1;0;0
27698;9.93720491417038;4;2;0.4;1.8;0.5;4;0;1
27797;8.39947416220162;4;1;1;1.8;0.333333333333333;4;0;1
27847;0.00128153209960105;2;4;1;0.4;1;1;0;1
27862;10.961169841116;2;1;1;1.4;0.5;1;1;1
28043;4.49462425923435;0;4;1;1.8;1;3;0.25;1
28092;0.011800714364343;4;4;1;0.4;1;1;1;1
28142;7.30086180441152;2;2;1;1.6;0.5;3;0.25;1
28399;6.06778562925884;4;4;1;1.8;0.5;3;0;1
28431;7.97292037382189;4;1;1;1.6;0.5;4;0.25;1
28480;0.011800714364343;4;4;1;0.4;1;1;1;1
28647;11.0372972950767;4;2;1;1.6;0.333333333333333;4;0;1
28670;6.04553974918415;2;1;0.4;1;0.5;1;0;0
28704;4.34911773098116;2;1;0;0.8;0.5;2;0;1
28746;7.54720845903556;4;2;1;1.6;0.5;3;0;1
29298;2.6841180430551;2;2;1;1.4;1;2;0;1
29520;7.50762024268817;2;4;0.4;1.6;1;4;0;1
29538;4.5969979141338;4;4;0;0.6;1;0;0;1
29629;0.00128153209960105;2;4;1;0.4;1;1;0;1
29637;1.47151497930528;2;3;1;1.2;1;2;1;1
29660;9.45918767459092;4;1;1;1;1;0;0;1
29801;8.47953786420354;2;4;1;1;0.25;4;0;1
29850;10.4801527901544;2;3;1;1.8;0.333333333333333;4;0;1
30122;8.09734361690259;2;1;0.4;1;0.5;2;0;1
30148;10.2695893290131;2;3;1;1.8;0.333333333333333;4;0;1
30197;8.80879704426901;0;4;0.4;1;1;3;0;0
30213;3.3716634437863;2;3;0.4;1;0.5;3;0;1
30262;0.011800714364343;4;4;1;0.4;1;1;1;1
30353;5.58238336434445;2;1;1;1.6;1;2;0.5;1
30775;12.8870852188501;4;2;0.4;1.6;0.5;4;0;1
30833;6.34093754715706;4;1;0.4;1.4;1;2;1;1
30973;13.1306150243998;2;1;1;1.2;0.25;2;0;1
30999;7.73635362047194;4;3;1;1.8;0.5;1;0;0
31013;8.07512603393058;4;2;1;1.2;0.333333333333333;2;1;1
31070;6.39667972633761;4;1;1;1.8;0.5;3;0.5;1
31104;9.92173181279825;2;1;0.4;1;0.333333333333333;3;0;1
31112;6.08716229652337;4;3;0;0.8;1;0;0;0
31179;4.09102501862333;2;1;1;1.8;1;4;0;1
31237;0.0494309253744953;2;4;1;1.2;1;3;0;1
31278;0.00142933399558422;0;4;0;1.8;1;3;0;0
31377;9.21575122930692;2;1;1;1.4;0.5;1;0;1
31401;0.00128153209960105;2;4;1;0.4;1;1;0;1
31526;11.8884381307715;4;1;0.4;1;1;2;0;1
31534;12.3339553324087;4;2;1;1.6;0.333333333333333;4;0;0
31542;11.8136951385579;2;2;0.4;1.4;0.5;0;0;1
31559;12.3552403844371;4;4;0.4;1;1;0;0;0
31674;8.67419075433373;2;2;1;1.8;0.5;4;0;1
31765;9.58681502737592;2;3;0.4;1.6;0.5;0;0.25;1
31856;7.47871849112616;0;1;0.4;1;1;2;0;1
31906;4.58416065763099;4;2;1;0.8;1;0;0;0
31997;12.0788584870083;2;3;1;1.8;0.25;4;0;1
32003;9.98614383750446;4;2;1;1.8;0.5;4;0.5;1
32052;11.0675225015411;4;3;1;1.6;0.5;3;0;1
32078;5.77941965831056;4;3;1;0.8;0.333333333333333;1;0;1
32128;1.41422500155675;4;3;1;1.6;1;1;0;1
32151;6.84005319933271;4;4;1;1.8;0.5;1;1;1
32177;0.00128153209960105;2;4;1;0.4;1;1;0;1
32193;11.730077081273;4;4;1;1.2;0.25;1;0;1
32250;13.117341497008;2;1;1;1.2;0.25;3;1;1
32359;6.33899950464261;0;1;1;1.6;0.5;1;0.5;1
32367;4.61616219905766;4;1;1;1.6;1;3;0;1
32391;8.26537340909769;2;3;1;1.4;0.5;1;0.75;1
32417;11.669010115551;2;1;1;1.2;0.5;0;0;0
32458;8.52723723175328;2;1;1;1.8;0.5;4;0;1
32524;0.011800714364343;4;4;1;0.4;1;1;1;1
32581;13.5266848911822;4;2;1;1.4;0.25;4;1;1
32672;12.3296909141634;2;1;1;1.2;0.25;4;0;1
33035;9.43482840833088;2;3;0.4;1.2;0.5;1;0;1
33092;12.2068416100949;2;1;0.4;1.2;0.25;4;0;1
33183;11.5164211602148;2;2;1;1.6;0.333333333333333;4;0;1
33407;9.05604760667773;4;3;1;1.6;0.5;1;0;0
33431;6.79398341810929;2;3;1;1.6;0.5;0;0.25;1
33449;12.0209237627677;4;2;0.4;1.6;0.5;4;0;1
33464;2.98828436703747;4;4;1;1.6;1;4;0.5;1
33522;5.01046547585617;2;2;1;1.6;1;2;0;0
33530;9.50147437498985;4;4;1;1.8;0.333333333333333;2;0;1
33639;1.40802127340003;0;4;0.4;1.6;1;4;1;1
33753;4.07765002426694;4;4;1;1.8;0.5;1;1;1
33803;5.59211318115006;0;4;0.4;0.8;1;3;0;0
33829;6.504963131544;0;1;0.4;1.2;1;0;0;0
33894;3.51669530155164;2;1;0.4;1.2;1;4;1;1
34033;13.2429940039497;0;1;0.4;1.6;0.25;0;0;0
34041;12.5976422929528;2;3;1;1.8;0.25;0;0;0
34132;8.87558393433354;2;2;0.4;1.4;1;4;0;1
34199;6.83297860139412;4;4;1;1.6;0.5;0;0;1
34207;0.54091732358537;2;2;0.4;1.6;1;2;1;1
34280;0.00128153209960105;2;4;1;0.4;1;1;0;1
34314;11.8465612439908;2;1;1;1;0.333333333333333;3;0;0
34421;11.0190119337289;4;3;0.4;1.8;0.5;4;0;1
34470;5.42620906370825;2;1;0.4;1;0.333333333333333;4;0;1
34520;14.7530742501811;2;1;0.4;1.4;0.333333333333333;2;0;1
34538;10.7777927086617;2;1;0.4;1.2;0.5;3;0;1
34686;8.99416629944417;2;2;0;1;0.333333333333333;3;0;1
34884;3.36050183177392;2;1;1;1;1;1;0;1
34918;11.5307859493573;4;1;0;0.8;0.333333333333333;4;0.75;1
34983;0.00147903219379836;2;4;1;0.4;1;1;0;1
35097;10.4512651468102;2;3;0.4;1.2;0.5;0;0;1
35311;3.74282189055949;2;4;1;1.6;0.5;1;0;1
35337;1.45492867241572;2;1;0;1;1;4;0;1
35352;9.13743441262584;4;4;1;1.8;1;4;0;1
35428;0.00128153209960105;2;4;1;0.4;1;1;0;1
35451;12.7168355013749;4;2;0.4;1.4;0.25;4;0;1
35477;5.09674987198623;2;1;1;1.8;1;2;0;1
35485;7.0817705012081;2;4;1;1.6;0.5;0;0;1
35535;9.11978971050642;4;3;1;1.6;0.333333333333333;2;0.5;1
35584;5.19303324771034;0;1;1;1.2;1;0;0;1
35675;11.1113733157764;4;2;0.4;1.6;0.5;4;0;1
35915;10.4773174571227;2;4;0.4;1.4;0.5;0;0.25;1
35980;10.6361489779629;4;4;0.4;1.8;1;3;0;1
36475;0.00128153209960105;2;4;1;0.4;1;1;0;1
36962;5.86748157736382;4;4;0.4;1.8;0.5;3;1;1
37275;0.011800714364343;4;4;1;0.4;1;1;1;1
37283;14.1814267004459;4;1;0.4;1;1;1;0;1
