"ID";"NLL";"InvestorToM";"InvestorPlan";"InvestorGuilt";"InvestorAversion";"InvestorTemp";"InvestorIrrBelief";"InvestorIrritability";"IrrInd"
37291;12.946011245775;4;2;1;1.4;0.25;4;0.75;1
37408;12.5292843122016;2;1;1;1.2;0.333333333333333;2;0;1
37606;6.74783465468088;2;1;0.4;1;0.5;3;0;1
37846;0.011800714364343;4;4;1;0.4;1;1;1;1
38000;2.95362661515263;2;1;1;1.4;1;4;0.75;1
38059;9.78441723678337;4;1;1;1.8;0.25;4;1;1
38133;11.6802262851842;4;4;1;1.6;0.5;1;0;1
38190;2.5843168308687;2;1;0.4;0.8;0.5;1;0;1
38273;13.7635084259986;4;2;0.4;1.4;0.333333333333333;3;0;1
38281;4.10227795833332;4;2;1;1.4;1;0;0;1
38406;10.9885173550624;2;2;0;1;1;0;0;1
38471;7.76848183066859;2;4;1;1.6;0.5;3;0;1
38505;8.93789630936412;2;1;0.4;1;0.333333333333333;3;0;0
38620;7.46235544613922;4;4;1;1.6;0.5;0;0;1
38737;4.56352832760499;2;2;1;1.8;1;4;0.5;1
38794;0.00128153209960105;2;4;1;0.4;1;1;0;1
38836;4.54099346493606;4;1;0.4;0.8;1;3;0;1
38919;5.00327283998096;4;3;1;0.8;1;0;0;1
38943;7.92288972215853;4;3;0.4;1.6;0.5;3;0;1
39149;10.4531166322871;2;1;1;1.4;0.5;4;0;1
39164;10.8729506946948;4;3;1;1.4;0.5;1;0;1
39263;6.47680937082823;4;2;1;1.6;0.5;3;0;1
39271;0.0118190851403773;4;4;1;0.8;1;3;1;1
39511;11.1198550395253;2;1;0;0.8;1;0;0;0
39545;13.308204566647;4;3;0.4;1.2;0.333333333333333;1;0;0
39701;11.3233386930431;4;2;0;1;0.25;4;0;1
39750;7.79929782423202;4;3;0;0.8;1;0;0;1
39867;5.94412081054335;4;3;1;1.8;0.5;3;0;1
39875;10.6924893965542;4;1;0.4;1.6;0.5;4;0;1
39891;11.795041693893;2;4;0.4;1.6;0.5;2;0;1
39982;7.52572954288643;2;1;0;0.8;0.5;1;1;1
40071;0.0118190851403773;4;4;1;0.8;1;3;1;1
40097;7.49192193482624;2;4;1;1.6;0.5;0;0;1
40113;8.98023626447613;2;4;1;1.8;0.5;1;0;0
40246;13.9173704307086;4;2;0.4;1.4;0.25;4;0;1
40303;10.1076480755315;2;2;1;1.6;0.5;4;0;1
40378;7.20527707361944;4;1;1;1.6;0.5;3;1;1
40410;6.31166766808032;2;2;0;0.8;1;0;0;0
40501;5.84038074170555;4;1;1;1.8;1;2;0;1
40527;13.2982705860067;4;4;1;1.6;0.25;3;0;1
40543;12.1278258882494;2;1;1;1.2;0.5;3;0;1
40550;12.9754206727234;4;4;0.4;1;0.333333333333333;1;1;1
40568;9.06884103067751;4;4;0.4;1.8;0.5;3;0;1
40717;8.22037586357325;0;4;1;1.2;1;4;0;0
40857;9.2606894865684;4;1;0.4;1.2;1;3;0.75;1
40949;2.5692031861236;4;2;1;1.6;1;4;0;1
40972;8.12878796583559;2;1;0.4;1.2;1;2;0;1
41012;8.77857993632359;4;2;0;0.8;1;0;0;0
41046;5.82986538306815;4;1;1;0.8;1;1;0.5;1
41061;13.3923830482627;2;1;1;1.2;0.25;4;0;1
41160;6.91481582239884;0;4;0.4;1.6;1;3;0;1
41202;2.55756878238699;4;1;1;0.8;0.5;4;0;1
41228;11.9955837266229;4;1;1;1.4;0.333333333333333;4;0;1
41236;11.9198073961495;2;1;0.4;1.4;1;3;0;1
41277;9.87122785662448;2;1;0;0.6;0.5;0;0;0
41376;11.607533391917;4;2;0.4;1.4;0.333333333333333;4;0;1
41442;10.0444594920412;4;3;1;1.6;0.5;0;0;0
41517;12.9934076903777;4;3;0;1.2;0.333333333333333;2;0;1
41731;7.5512706752234;2;1;0.4;0.8;0.25;4;0;1
41798;10.8521600832066;2;4;0.4;1.8;0.5;4;0.5;1
41822;10.2202832507475;4;1;1;1.6;0.333333333333333;4;0;0
41830;5.59624233446451;4;1;0.4;1.4;1;4;0;1
42051;13.1340145990542;4;4;0.4;1;0.333333333333333;0;0;0
42069;11.7338351682617;2;3;0.4;1.6;0.5;4;0.5;1
42135;12.1626342857128;2;1;0.4;1.2;0.333333333333333;4;0;1
42150;7.65078357657842;4;1;1;1.4;0.5;4;0;1
42259;8.45898277076129;4;1;1;1.6;0.5;4;0.5;1
42317;0.00364094140397309;2;4;1;0.4;1;1;0;1
42366;12.7692973298834;4;1;0;0.8;0.25;4;1;1
42374;1.62784503894841;2;1;0;0.6;0.5;1;0;1
42382;11.3946677677444;4;2;0.4;1.6;0.333333333333333;4;0;1
42390;11.7370710591742;4;4;1;1.6;0.333333333333333;0;0;1
42408;12.4051050970379;2;1;0.4;1.4;0.5;4;0;1
42416;10.2089456448716;4;2;0.4;1.4;0.333333333333333;4;0;1
42440;11.2091349674781;2;1;1;1.4;0.5;4;0;1
42564;8.31916048265025;4;2;0;1.8;0.25;4;0.5;1
42689;0.00128153209960105;2;4;1;0.4;1;1;0;1
42747;9.03512505003766;2;1;1;1.8;0.5;3;0;1
42762;8.45549827945064;4;1;0.4;1.4;1;1;0;0
42929;11.9169732986529;4;2;0.4;0.8;1;0;0;1
43042;9.21547030371087;2;1;1;1.4;0.5;4;0;1
43224;12.0359957101786;2;2;1;1.2;0.333333333333333;4;0.5;1
43257;10.4778786012283;4;3;0.4;1.8;1;4;0;1
43281;0.011800714364343;4;4;1;0.4;1;1;1;1
43422;3.15523367173738;4;2;0.4;1;0.5;2;0;1
43513;13.7385514950976;4;3;0.4;1.4;0.5;0;0;1
43539;0.00128153209960105;2;4;1;0.4;1;1;0;1
43661;7.73366652731526;2;1;1;1.8;0.5;3;0.5;1
43760;7.81357028506955;2;1;1;1.2;0.5;2;0;0
43828;0.00128153209960105;2;4;1;0.4;1;1;0;1
43844;0.468461056695641;4;1;0;0.6;1;3;0;0
44255;4.27284614206012;2;2;0.4;1.4;1;4;0;1
44420;4.60547108158091;2;1;1;1.4;1;3;0.5;1
44487;6.33221953701694;2;1;0.4;1;0.5;2;0;1
44503;7.67926796685049;2;3;1;1.2;0.5;1;0;1
44560;7.62192393824902;2;3;1;1.4;0.5;0;0;0
44602;12.8882981612965;4;4;1;1.6;0.25;2;0;1
44610;11.5818277064394;2;1;0.4;1;0.25;4;0;1
44644;11.0270836374012;0;4;0.4;1.2;1;4;0;0
44776;2.74861591797351;2;4;1;1.4;1;1;0;1
44792;6.70614829765452;2;1;0;0.6;0.333333333333333;3;0;1
44818;11.4633363827651;2;4;1;1.8;0.5;4;0.25;1
44826;4.74804808248478;0;4;0.4;1;1;3;0;0
45021;12.2596268222293;4;3;0;1.2;0.25;4;0;1
45146;12.1776839234464;2;1;0.4;1;0.25;4;0;1
45476;12.8752639958726;2;2;1;1.2;0.25;3;1;1
45500;6.06746997319435;2;1;1;1.2;0.5;2;0;1
45526;10.3631958786843;4;2;1;1.8;0.333333333333333;4;0;1
45534;8.15222014512594;0;1;0.4;0.6;0.333333333333333;4;1;1
45617;12.0958502031129;4;3;0;1.2;0.25;4;1;1
45641;14.1709357310229;0;2;0.4;1.2;0.5;4;0;1
45682;15.3390242694168;4;1;0.4;1.2;0.25;1;1;1
45690;10.5565394830675;2;1;0;1;0.5;1;0;1
45708;6.40063065354852;4;3;0;0.6;0.333333333333333;2;0;1
45997;11.0122273817311;4;4;1;1.8;0.333333333333333;2;0;1
46193;10.5171102860455;2;1;0.4;1.2;0.5;2;0;0
46326;14.4447476983511;4;1;1;1.8;0.25;1;0;1
46359;0.011800714364343;4;4;1;0.4;1;1;1;1
46375;3.30564294915803;2;4;1;1.6;1;1;0;0
46425;3.75975528113723;2;4;1;1.6;0.5;1;0;1
46599;7.06768900502919;2;1;1;1.6;0.5;3;0;1
47118;11.9687043892108;2;1;0.4;1.2;0.333333333333333;4;0;1
47225;13.5316239746007;4;1;0.4;1.2;0.333333333333333;4;0;1
47357;11.9789624196396;2;4;0.4;1.6;1;4;0;1
47365;7.57091238854066;4;3;1;1.6;0.5;2;0;1
47506;8.66334335822318;4;1;1;1.8;0.5;3;0.5;1
47589;9.31390893646768;2;1;1;1.6;0.333333333333333;4;0.75;1
47613;10.759417860483;4;1;0.4;1.4;0.5;4;0;1
48306;8.0252041167188;4;3;0;1.2;0.5;0;0;1
48397;10.4230472759101;2;2;1;1.6;0.333333333333333;4;0;1
48413;5.57367203210997;4;1;1;1.2;1;1;0;0
48421;11.2340278773484;2;2;1;1.8;0.333333333333333;1;0.5;1
48447;12.5034514768217;2;2;1;1.6;0.5;4;0;1
48470;11.9110148525609;4;4;0;1;0.25;4;0.5;1
59089;11.5286261347925;2;1;1;1.8;0.25;4;0.5;1
