"","subject","mops_mat_abuse","mops_mat_indiff","mops_mat_control","mops_pat_abuse","mops_pat_indiff","mops_pat_control","apq_positive","apq_inconsistent","apq_poorsup","apq_involve","apq_punish","ELST1","ELSIT1"
"1370",34579,0,1,2,0,1,0,13,4,6,7,3,-2.66091811173232,2.66091811173232
"1371",12468,2,5,2,0,0,1,11,4,7,6,3,-0.304070953485629,0.304070953485629
"1372",33712,0,0,1,0,0,1,12,6,9,12,3,-3.92066759637864,3.92066759637864
"1373",28100,0,0,2,0,0,3,10,6,6,13,3,-3.39180981383256,3.39180981383256
"1374",42002,4,9,12,4,2,6,5,7,11,4,3,11.6806922810111,-11.6806922810111
"1375",15958,0,0,0,0,2,0,15,3,4,9,3,-4.77986939296366,4.77986939296366
"1376",35097,0,0,2,0,0,0,9,4,7,6,3,-1.57917404276112,1.57917404276112
"1377",24828,1,0,9,0,0,4,11,8,10,12,3,0.0701770360559519,-0.0701770360559519
"1378",37226,0,1,0,0,0,0,15,3,4,14,3,-7.27165880906205,7.27165880906205
"1379",12211,0,0,2,0,0,4,9,4,5,6,3,-0.989593764042125,0.989593764042125
"1380",11056,10,6,10,0,15,0,8,4,7,5,9,14.2454024130388,-14.2454024130388
"1381",21394,0,0,0,0,0,0,7,5,6,5,3,-1.22017013918801,1.22017013918801
"1382",27243,0,0,5,0,0,1,12,7,6,10,6,-2.33855461820088,2.33855461820088
"1384",22236,5,12,3,0,0,0,6,8,10,6,9,5.6704625908685,-5.6704625908685
"1385",33985,2,0,5,1,0,4,11,8,11,8,3,0.991397522704834,-0.991397522704834
"1386",17681,0,0,0,0,0,0,7,3,13,8,3,-0.937340771819263,0.937340771819263
"1387",42127,0,0,1,2,1,3,10,3,5,11,3,-2.31190917396046,2.31190917396046
"1388",16147,1,0,8,0,0,1,7,4,6,7,3,0.721799734981511,-0.721799734981511
"1389",42499,0,0,0,0,0,0,12,3,4,11,3,-5.53084604231764,5.53084604231764
"1390",45799,0,0,0,0,0,0,14,3,4,10,3,-5.90557272297649,5.90557272297649
"1391",24356,4,4,8,5,8,8,10,10,7,9,3,9.72143742693628,-9.72143742693628
"1392",16121,0,0,1,0,0,1,15,3,3,13,3,-6.89160853055578,6.89160853055578
"1393",14720,0,0,2,2,10,4,14,4,7,9,3,3.19572476425646,-3.19572476425646
"1394",12195,0,1,3,0,1,3,14,6,3,12,3,-3.97352314174053,3.97352314174053
"1395",35253,0,0,2,0,2,0,11,4,7,7,3,-1.44169627624709,1.44169627624709
"1396",30890,0,0,1,0,0,0,9,3,8,7,3,-2.08432371590992,2.08432371590992
"1397",28316,0,1,5,0,1,4,11,7,4,13,3,-2.11232402109054,2.11232402109054
"1398",26237,0,0,1,0,0,2,14,3,8,11,3,-4.59805964978473,4.59805964978473
"1399",17731,0,0,1,0,5,1,12,3,3,10,3,-2.0057309435917,2.0057309435917
"1400",22335,0,0,2,0,0,2,13,9,6,9,3,-3.06090464755739,3.06090464755739
"1401",25718,0,0,4,1,0,3,9,6,7,11,8,-0.722215705201879,0.722215705201879
"1402",35402,0,0,3,0,0,3,9,4,7,8,3,-1.1814742194435,1.1814742194435
"1403",40303,0,0,1,0,0,0,13,6,3,13,3,-6.10440399653512,6.10440399653512
"1404",28050,0,0,0,0,0,2,9,8,3,9,3,-2.97810170603208,2.97810170603208
"1406",45146,3,1,6,2,1,4,12,7,7,10,7,1.16534589221164,-1.16534589221164
"1407",47365,0,0,2,0,0,1,11,6,4,8,5,-2.83969792206597,2.83969792206597
"1408",15966,0,0,0,0,0,0,15,7,8,13,5,-5.68797729461958,5.68797729461958
"1409",34835,0,0,1,0,0,1,15,3,3,13,3,-6.89160853055578,6.89160853055578
"1410",24984,0,0,1,0,0,1,14,8,5,11,3,-4.90766108624994,4.90766108624994
"1411",26054,3,2,4,10,17,5,6,3,7,9,3,14.6343761252725,-14.6343761252725
"1412",17962,6,0,7,1,0,6,10,5,4,10,6,1.08905664261025,-1.08905664261025
"1414",15925,2,4,3,9,15,4,8,4,5,4,5,13.7479717848762,-13.7479717848762
"1415",33571,0,0,2,0,0,0,14,10,4,11,3,-4.86058616367509,4.86058616367509
"1416",34207,0,1,3,0,1,2,13,11,3,12,3,-3.3039915672829,3.3039915672829
"1417",17103,4,1,6,2,1,6,7,7,9,10,3,3.58247454365285,-3.58247454365285
"1418",13565,0,1,1,0,1,1,11,3,6,13,3,-4.03059179594012,4.03059179594012
"1419",47506,0,0,6,0,0,1,15,6,5,10,3,-3.76268590817527,3.76268590817527
"1420",25775,8,8,3,0,2,0,3,3,9,4,3,6.60226632510104,-6.60226632510104
"1421",25049,0,0,1,0,0,3,15,3,6,14,3,-6.07503364585131,6.07503364585131
"1422",30213,0,0,4,0,0,1,9,3,3,9,3,-2.6837969242027,2.6837969242027
"1423",23176,7,5,4,1,0,1,11,10,3,7,6,1.47798630323342,-1.47798630323342
"1424",15883,1,4,2,0,12,0,6,9,6,7,3,7.67757900847973,-7.67757900847973
"1425",43463,0,2,4,0,7,1,9,5,6,7,3,3.37914120756939,-3.37914120756939
"1426",11205,1,1,5,0,1,4,12,7,7,9,3,-0.345199470297248,0.345199470297248
"1427",14373,0,0,6,0,0,2,10,7,6,9,3,-1.12653699873137,1.12653699873137
"1428",44479,0,0,1,0,0,1,15,5,4,13,3,-6.45121329650233,6.45121329650233
"1430",25817,0,0,2,0,0,1,13,8,6,12,3,-4.38953200206711,4.38953200206711
"1431",34140,0,0,1,0,0,0,10,7,7,10,5,-2.91939033081893,2.91939033081893
"1432",23523,1,0,3,0,0,1,12,8,5,10,3,-3.12974951466136,3.12974951466136
"1433",43471,1,1,6,0,0,3,13,9,10,9,5,-0.155667215216972,0.155667215216972
"1434",11221,0,0,0,0,0,0,10,3,8,9,3,-3.35295505924282,3.35295505924282
"1435",18242,1,2,3,1,3,2,6,3,7,5,3,3.26050660726428,-3.26050660726428
"1436",13920,2,4,6,2,5,6,8,7,6,6,3,6.57563020361187,-6.57563020361187
"1437",15784,1,1,4,0,0,1,12,12,6,10,3,-1.91625641942481,1.91625641942481
"1438",46672,2,6,10,8,17,6,15,5,8,7,3,14.6738723222015,-14.6738723222015
"1439",32185,0,0,2,12,12,4,5,11,14,4,8,15.4096696150725,-15.4096696150725
"1440",11486,0,0,0,0,0,0,9,7,7,8,3,-2.43588114286441,2.43588114286441
"1441",17715,1,2,3,1,2,1,13,6,5,9,3,-1.35900241061629,1.35900241061629
"1442",11262,0,0,1,0,0,2,10,9,8,8,3,-1.55729336592748,1.55729336592748
"1443",42697,0,0,0,0,0,0,13,9,4,12,3,-5.50913824034788,5.50913824034788
"1444",17780,0,2,9,1,8,2,7,9,3,10,3,5.5216919080998,-5.5216919080998
"1445",15743,0,0,2,1,2,3,10,8,3,7,3,-0.369332565541912,0.369332565541912
"1446",16337,2,1,5,2,1,4,7,6,6,9,3,1.96719536096206,-1.96719536096206
"1447",46052,0,0,0,0,0,0,10,5,6,7,3,-2.90346727261341,2.90346727261341
"1448",43844,0,1,3,0,1,3,12,10,10,10,3,-0.70430928190562,0.70430928190562
"1449",29942,0,0,0,3,8,3,11,7,5,10,9,2.89752946595534,-2.89752946595534
"1450",28183,3,1,11,3,2,3,15,8,3,13,5,0.285257877449112,-0.285257877449112
"1451",42150,0,2,4,0,5,0,14,6,10,9,5,0.776588647525737,-0.776588647525737
"1452",15552,0,1,2,0,0,1,7,3,8,5,3,0.0473339423413479,-0.0473339423413479
"1454",30643,0,0,5,1,2,1,10,6,6,10,3,-0.592738041296273,0.592738041296273
"1455",35311,1,1,6,2,1,5,11,8,8,9,3,1.55936336492991,-1.55936336492991
"1456",10299,2,0,7,0,0,4,6,11,11,7,4,3.71793434487771,-3.71793434487771
"1457",59089,0,0,1,0,0,1,15,4,3,13,3,-6.77667711785564,6.77667711785564
"1458",30874,2,6,5,10,10,6,4,10,13,3,13,17.7883550851066,-17.7883550851066
"1459",16451,0,0,3,0,0,5,14,6,3,10,3,-3.66678718399527,3.66678718399527
"1460",41194,0,0,1,3,12,0,10,10,9,12,6,5.28304386076282,-5.28304386076282
"1461",28019,0,1,4,6,10,5,11,4,11,6,3,8.51479086132581,-8.51479086132581
"1462",59311,0,0,0,0,0,0,11,9,3,9,3,-4.06356441127121,4.06356441127121
"1463",27888,0,0,2,0,2,0,11,7,5,12,3,-3.1196913017918,3.1196913017918
"1464",20537,0,1,3,0,0,3,10,5,3,11,3,-2.95441363817391,2.95441363817391
"1465",33118,0,0,1,0,0,0,12,5,5,13,3,-5.45073480696559,5.45073480696559
"1466",23242,2,0,4,0,0,1,14,3,3,9,3,-4.01810874356711,4.01810874356711
"1467",15610,2,0,3,1,0,7,13,11,9,11,3,-0.543807031880151,0.543807031880151
"1468",33514,0,0,2,0,0,1,9,13,9,7,3,-0.191410126414947,0.191410126414947
"1469",27938,0,0,2,1,0,9,14,10,5,10,3,-1.70650931216206,1.70650931216206
"1470",47233,0,0,3,0,0,3,9,9,4,9,3,-1.55875927117012,1.55875927117012
"1471",14274,0,0,0,10,6,10,7,6,4,7,3,7.31078297020927,-7.31078297020927
"1472",42978,2,0,4,2,0,2,13,6,7,11,5,-1.94887081963955,1.94887081963955
"1473",15560,0,0,3,1,0,5,11,12,5,9,3,-0.843933558795402,0.843933558795402
"1474",18556,0,0,3,0,1,2,14,5,6,10,3,-3.33165807990069,3.33165807990069
"1475",29546,0,0,2,0,0,3,15,5,4,11,3,-5.02479519012005,5.02479519012005
"1476",21097,0,0,3,1,0,4,9,10,6,6,5,0.764491583891201,-0.764491583891201
"1477",10744,0,0,0,0,0,0,13,5,4,13,3,-6.28920878041617,6.28920878041617
"1478",37937,0,6,6,2,11,0,8,7,13,7,3,9.79401861444887,-9.79401861444887
"1479",27169,0,0,2,0,1,2,15,6,4,13,3,-5.22676771710757,5.22676771710757
"1480",45583,4,1,6,2,0,4,11,8,6,10,3,0.59389592967338,-0.59389592967338
"1481",46292,0,0,1,0,5,0,9,5,5,9,3,-0.244512330733766,0.244512330733766
"1482",28803,1,0,2,0,0,2,14,3,6,13,3,-5.17772491306646,5.17772491306646
"1483",27276,0,0,1,0,0,3,15,4,3,11,3,-5.63066479130747,5.63066479130747
"1484",18978,4,1,6,9,18,6,8,10,8,4,3,17.5356074550098,-17.5356074550098
"1485",46318,0,0,1,4,0,2,15,5,7,10,3,-3.20892777859299,3.20892777859299
"1486",43109,0,0,5,0,0,5,12,8,12,9,3,0.0340953381461793,-0.0340953381461793
"1487",15503,0,0,2,0,0,1,11,3,4,7,3,-3.0884578666088,3.0884578666088
"1488",15495,0,0,2,0,4,0,13,8,9,8,6,-0.0869621480608844,0.0869621480608844
"1489",36566,0,1,2,0,1,1,12,8,7,9,3,-2.03115277184446,2.03115277184446
"1490",45526,0,0,2,0,3,0,12,6,5,13,3,-3.3260562758688,3.3260562758688
"1491",31526,0,1,1,0,2,0,6,7,6,7,3,0.412667954131256,-0.412667954131256
"1492",10827,0,0,2,0,0,6,14,9,3,9,3,-3.02939256245487,3.02939256245487
"1493",35964,0,1,1,0,1,1,12,10,5,11,3,-3.14345032212016,3.14345032212016
"1494",47191,0,0,5,0,0,2,13,7,10,13,3,-2.88880005591364,2.88880005591364
"1495",44743,2,0,7,0,3,3,11,12,10,10,7,2.73676571442642,-2.73676571442642
"1496",15271,2,2,7,4,1,7,9,12,7,8,4,4.88486567571835,-4.88486567571835
"1497",42036,0,0,4,3,1,7,10,6,7,12,5,0.559026110951442,-0.559026110951442
"1498",15099,0,1,0,0,2,5,10,3,13,3,3,2.3008061713184,-2.3008061713184
"1499",43190,0,0,0,0,1,0,12,3,7,8,3,-3.36176703570066,3.36176703570066
"1501",27573,0,0,0,0,0,0,14,3,3,12,3,-6.75679491016517,6.75679491016517
"1502",39651,0,0,2,0,0,2,13,3,4,11,6,-4.47578182603479,4.47578182603479
"1503",46813,1,0,5,0,0,4,9,3,4,11,3,-1.87388113950586,1.87388113950586
"1504",26922,0,0,1,0,0,1,15,8,5,12,3,-5.57554176048099,5.57554176048099
"1505",13102,5,5,3,0,0,2,9,4,6,4,3,1.95927569834184,-1.95927569834184
"1506",15511,2,1,4,1,0,3,8,9,9,5,3,2.41866834290005,-2.41866834290005
"1507",31906,1,0,5,1,6,3,11,3,5,8,3,2.1578838576778,-2.1578838576778
"1508",45070,0,0,1,0,0,1,9,9,5,9,4,-2.30220567234273,2.30220567234273
"1509",30619,0,0,4,0,0,2,12,3,7,12,6,-3.2561821447115,3.2561821447115
"1510",16097,0,1,2,0,1,3,9,5,11,5,3,1.29549208464143,-1.29549208464143
"1511",43232,0,0,6,0,5,1,5,6,4,7,5,3.56972036058889,-3.56972036058889
"1512",38695,0,0,1,0,0,1,12,3,8,10,3,-3.83530446459673,3.83530446459673
"1513",39701,0,0,0,13,8,1,7,4,5,8,5,7.12210528216109,-7.12210528216109
"1514",25643,0,0,1,0,0,1,12,3,3,13,3,-5.84900117566589,5.84900117566589
"1516",24307,0,0,0,0,0,0,11,8,4,6,3,-3.00692874751491,3.00692874751491
"1517",43257,3,0,4,0,0,1,10,7,6,10,3,-1.65530406349554,1.65530406349554
"1518",26740,1,2,2,3,3,0,9,6,8,7,3,2.0453039678158,-2.0453039678158
"1519",33035,0,1,2,9,5,3,8,9,6,6,6,6.51523372066909,-6.51523372066909
"1520",43653,0,1,6,1,1,6,9,9,10,10,3,2.1718159093405,-2.1718159093405
"1521",28613,1,0,1,0,0,0,10,6,4,11,3,-4.0088909017305,4.0088909017305
"1522",27698,2,5,4,0,0,0,12,8,7,11,3,-1.48545524832528,1.48545524832528
"1524",15453,0,0,5,1,0,3,9,11,7,9,3,0.21276042739294,-0.21276042739294
"1525",44214,3,0,6,0,0,0,7,8,9,7,4,1.51517218137423,-1.51517218137423
"1526",22095,0,0,4,0,0,6,15,8,5,9,3,-2.50998338314375,2.50998338314375
"1527",23952,0,3,5,1,2,4,12,8,6,10,3,0.488524804042621,-0.488524804042621
"1528",20735,3,5,6,1,0,3,9,6,9,7,8,3.46023716676547,-3.46023716676547
"1529",38943,1,0,7,0,0,2,9,6,6,7,3,0.228846484627428,-0.228846484627428
"1530",14290,0,0,2,0,0,2,15,3,3,14,3,-6.67888636598309,6.67888636598309
"1532",34611,0,0,1,0,0,0,12,3,3,11,3,-5.46097267113673,5.46097267113673
"1533",15255,2,3,4,3,2,8,11,12,8,6,6,5.16679910446254,-5.16679910446254
"1534",43307,0,0,5,0,0,1,12,11,5,10,5,-2.20151667390861,2.20151667390861
"1535",23374,2,0,5,1,1,1,14,5,6,9,3,-1.95054771198396,1.95054771198396
"1537",17053,1,2,3,0,1,3,11,3,5,13,3,-2.71047728823766,2.71047728823766
"1538",46755,0,2,2,1,5,2,11,9,7,9,3,1.60184149472584,-1.60184149472584
"1539",43356,0,1,1,2,1,3,13,9,5,8,3,-1.44106412889756,1.44106412889756
"1540",22079,1,0,1,1,0,2,12,6,6,10,3,-3.10798212953526,3.10798212953526
"1541",16220,0,0,2,8,8,8,15,4,4,12,3,3.20879648105766,-3.20879648105766
"1542",28837,0,0,1,13,7,10,10,3,6,8,5,8.1530090562612,-8.1530090562612
"1543",25338,0,0,3,0,0,1,12,4,6,12,3,-4.22131608807026,4.22131608807026
"1544",12393,0,0,2,1,1,4,13,8,6,11,3,-2.38550809039111,2.38550809039111
"1545",42119,13,18,7,15,18,9,5,10,12,3,10,29.942903871492,-29.942903871492
"1546",15123,5,0,6,1,0,2,10,7,7,9,4,0.553816558942143,-0.553816558942143
"1547",15115,0,0,4,0,0,1,9,7,4,9,3,-2.01353886474897,2.01353886474897
"1548",24117,0,0,1,0,0,0,15,5,7,10,3,-5.11124267674587,5.11124267674587
"1549",30882,0,0,2,0,0,2,15,7,7,14,4,-5.26487578271473,5.26487578271473
"1550",22319,0,0,7,0,3,3,12,6,5,8,3,0.435680891659462,-0.435680891659462
"1551",16766,1,0,6,1,0,3,9,9,11,6,3,2.26815123696879,-2.26815123696879
"1552",12187,0,1,2,1,1,3,8,5,4,9,3,-0.762830460503496,0.762830460503496
"1553",20586,0,0,1,1,0,2,12,11,7,9,3,-2.20413132083968,2.20413132083968
"1554",24711,0,0,4,0,0,1,13,3,6,9,3,-3.44234283809634,3.44234283809634
"1555",24398,2,0,2,2,0,1,11,4,7,8,3,-1.5604108366947,1.5604108366947
"1556",31369,0,0,3,0,2,4,14,3,6,5,3,-0.878026798095344,0.878026798095344
"1558",39537,0,2,5,0,0,4,9,9,6,8,4,0.633937078831085,-0.633937078831085
"1559",30916,1,2,7,0,0,1,14,9,11,13,5,-1.53613766082794,1.53613766082794
"1560",11627,0,1,1,0,1,2,11,3,3,8,3,-2.80780330155458,2.80780330155458
"1561",24091,0,0,5,0,0,4,8,5,6,12,3,-1.39744615382972,1.39744615382972
"1563",43539,0,2,3,0,3,1,10,8,11,7,3,1.84286747272157,-1.84286747272157
"1564",46953,2,0,2,3,2,2,12,9,5,11,3,-0.960585456017172,0.960585456017172
"1566",30924,0,0,2,0,0,1,12,7,7,7,3,-2.34467077481201,2.34467077481201
"1567",43562,1,1,1,0,0,0,13,7,5,12,3,-4.7835500685861,4.7835500685861
"1568",21568,0,0,4,1,4,4,15,6,8,7,3,0.682154786890148,-0.682154786890148
"1569",21113,0,1,1,0,0,1,10,8,12,8,7,-0.371305970652125,0.371305970652125
"1571",17491,1,0,3,0,0,0,6,13,9,8,4,0.872435695616083,-0.872435695616083
"1573",12849,0,0,2,2,8,0,11,9,4,9,4,2.13000793280885,-2.13000793280885
"1574",15602,0,0,5,0,9,0,10,7,5,7,8,4.2666925482673,-4.2666925482673
"1575",45138,0,3,3,0,0,2,13,7,13,13,3,-2.02952662177609,2.02952662177609
"1576",19331,1,9,4,0,12,0,8,11,9,8,3,9.39858044005706,-9.39858044005706
"1577",40691,1,1,4,0,0,0,9,3,3,9,4,-2.35979009167917,2.35979009167917
"1579",34538,0,0,0,0,0,0,12,3,4,12,3,-5.85119093158539,5.85119093158539
"1580",26484,1,2,6,3,2,4,12,8,5,10,4,1.30790394492603,-1.30790394492603
"1581",31732,0,0,0,0,0,0,10,6,4,13,3,-5.13167001282614,5.13167001282614
"1582",14837,0,0,3,0,0,2,13,5,9,10,3,-2.92897218183204,2.92897218183204
"1584",29306,0,2,1,2,1,2,12,5,5,8,3,-1.54308601279241,1.54308601279241
"1585",17707,0,0,5,1,1,2,11,8,7,12,3,-1.46435420958947,1.46435420958947
"1586",14779,3,0,10,2,0,3,8,9,6,8,8,3.35735000172965,-3.35735000172965
"1587",25072,0,0,0,0,0,0,8,3,7,10,4,-3.07660548938206,3.07660548938206
"1588",17764,0,0,0,0,0,0,12,7,8,11,3,-4.22899075690437,4.22899075690437
"1589",39826,0,0,4,0,0,4,13,6,4,12,3,-3.72166426308653,3.72166426308653
"1590",11080,0,0,1,0,0,1,12,5,3,11,3,-4.97844857173012,4.97844857173012
"1591",26419,0,0,7,0,0,7,12,6,4,9,12,0.195505031897151,-0.195505031897151
"1592",22541,0,0,2,0,0,0,12,3,3,12,3,-5.50091178057038,5.50091178057038
"1593",14712,0,0,2,1,5,3,8,4,6,7,3,2.22695191810625,-2.22695191810625
"1594",23168,1,0,2,0,0,1,11,8,5,10,4,-2.95046421167707,2.95046421167707
"1595",29538,0,0,1,0,0,1,13,7,8,13,3,-4.68414926656273,4.68414926656273
"1597",38901,0,0,2,0,0,2,10,7,12,13,3,-2.26634522321968,2.26634522321968
"1598",10794,0,2,4,11,8,5,5,10,7,4,8,12.5051061484202,-12.5051061484202
"1602",20222,2,1,6,0,0,3,7,7,8,5,3,2.53737236594304,-2.53737236594304
"1604",14621,2,0,5,2,9,3,12,7,7,12,3,3.69003196257406,-3.69003196257406
"1605",31997,0,0,1,0,0,1,15,3,3,12,3,-6.57126364128803,6.57126364128803
"1606",21188,0,0,7,1,2,8,13,8,7,10,3,1.13449031557986,-1.13449031557986
"1607",45252,0,0,5,0,0,3,12,8,10,7,3,-0.251602248637361,0.251602248637361
"1608",28894,0,0,4,0,0,2,10,7,8,10,7,-1.13800743894059,1.13800743894059
"1609",45674,0,0,2,0,0,1,14,10,8,14,3,-4.72682992285928,4.72682992285928
"1610",11767,0,1,5,0,0,0,11,7,7,8,3,-1.46609455767178,1.46609455767178
"1611",33076,0,0,1,1,1,0,11,9,8,9,3,-1.80480138778197,1.80480138778197
"1612",38125,0,0,1,0,0,2,10,4,5,7,3,-2.44320276611995,2.44320276611995
"1613",47357,0,1,0,0,0,3,15,7,3,12,6,-5.2873260727949,5.2873260727949
"1614",11783,0,0,5,0,0,2,9,6,7,6,3,-0.0027713298458739,0.0027713298458739
"1615",18127,0,1,1,1,0,1,10,7,4,11,3,-3.23090442426628,3.23090442426628
"1616",28399,4,7,4,0,3,1,5,5,8,6,3,5.32578609322777,-5.32578609322777
"1617",41517,0,0,3,1,7,2,12,4,9,10,3,1.68801006794548,-1.68801006794548
"1618",36053,2,0,2,0,2,0,12,6,5,7,7,-1.12844575624404,1.12844575624404
"1620",14571,0,0,0,0,0,0,9,6,3,10,3,-4.03363196871277,4.03363196871277
"1621",19745,0,0,0,2,0,0,9,4,5,10,3,-3.14393380173658,3.14393380173658
"1622",16733,0,0,4,1,0,5,11,11,7,8,3,0.0629505149126756,-0.0629505149126756
"1623",34314,0,0,1,0,0,2,11,9,9,11,4,-2.54317611218575,2.54317611218575
"1624",13532,2,0,2,3,1,3,8,3,8,6,3,1.64950504108566,-1.64950504108566
"1625",43893,2,0,1,2,0,6,11,9,8,8,7,0.656300417077125,-0.656300417077125
"1626",33167,0,0,1,1,2,0,14,11,4,12,3,-3.84426310683338,3.84426310683338
"1627",14241,3,1,8,1,0,3,11,9,10,8,6,2.28533129448779,-2.28533129448779
"1628",40337,0,0,6,0,7,0,15,5,3,9,3,-0.195868732941051,0.195868732941051
"1629",38133,4,3,4,6,1,1,9,3,12,8,3,3.79849725975854,-3.79849725975854
"1631",25296,0,2,2,0,2,0,14,4,6,9,3,-2.8098673064282,2.8098673064282
"1633",11874,0,0,0,0,0,0,13,6,6,12,4,-5.32071236328683,5.32071236328683
"1634",24612,3,7,1,0,0,0,11,3,7,9,3,-1.18576202320595,1.18576202320595
"1635",39784,5,3,2,0,2,1,9,3,9,10,3,0.648040835965211,-0.648040835965211
"1636",31518,0,0,2,0,0,2,11,8,5,8,3,-2.37095200971636,2.37095200971636
"1637",25122,0,0,0,0,3,3,15,3,4,12,3,-4.40647312589371,4.40647312589371
"1638",20370,1,13,9,6,17,9,5,13,11,3,3,22.398861362496,-22.398861362496
"1639",30692,0,1,1,2,0,7,12,3,7,11,3,-1.88888868746079,1.88888868746079
"1640",25205,0,0,1,0,1,0,12,5,6,11,3,-4.02306550692272,4.02306550692272
"1641",44008,0,0,3,0,0,2,12,11,5,10,4,-2.62182225742556,2.62182225742556
"1642",13698,1,0,4,0,4,2,9,5,6,6,3,1.89883107310949,-1.89883107310949
"1643",43026,0,0,2,0,0,2,9,7,4,8,3,-2.00134426114308,2.00134426114308
"1644",48082,0,0,2,0,0,1,14,3,4,10,3,-5.09209988930195,5.09209988930195
"1645",14399,0,1,1,0,2,0,10,5,6,7,3,-1.2073380111222,1.2073380111222
"1646",46698,2,1,4,1,1,5,14,7,10,12,6,-0.510055454068944,0.510055454068944
"1647",33613,0,0,2,0,0,1,11,5,3,12,3,-4.67085189620047,4.67085189620047
"1648",12245,3,1,3,0,0,2,11,4,9,9,3,-1.16060722121098,1.16060722121098
"1649",16899,2,13,5,1,0,7,13,7,10,9,3,3.82528139150972,-3.82528139150972
"1650",14563,0,2,2,0,1,0,13,9,4,8,3,-2.56484149885703,2.56484149885703
"1651",22525,2,1,1,0,0,1,9,6,3,5,4,-1.12048880927768,1.12048880927768
"1652",27805,1,1,3,0,0,3,14,8,8,11,3,-2.74541694393475,2.74541694393475
"1654",11940,2,1,3,4,1,1,11,7,6,10,3,-0.248660462075855,0.248660462075855
"1655",13284,3,6,3,1,2,5,3,7,6,6,3,5.86818315344562,-5.86818315344562
"1656",14324,0,0,1,0,0,1,15,3,3,12,3,-6.57126364128803,6.57126364128803
"1657",11924,0,0,0,1,1,0,11,9,3,12,4,-3.98674858083014,3.98674858083014
"1658",46599,0,0,1,0,0,1,15,3,3,12,3,-6.57126364128803,6.57126364128803
"1659",26278,2,1,5,3,6,3,9,8,8,8,5,5.44652929651968,-5.44652929651968
"1660",20420,0,1,2,0,1,2,9,12,6,8,3,-0.166346011533121,0.166346011533121
"1661",30932,0,0,3,2,0,3,9,9,8,8,6,0.638677321345731,-0.638677321345731
"1662",44040,0,0,1,1,0,0,12,6,4,9,4,-3.80355286045749,3.80355286045749
"1663",18960,0,0,2,0,0,0,13,12,6,9,3,-3.22143295746966,3.22143295746966
"1664",47753,0,0,0,0,0,0,15,6,3,9,3,-5.79850178922481,5.79850178922481
"1666",48090,0,0,4,0,0,2,10,7,10,9,3,-0.845218923786841,0.845218923786841
"1667",11759,1,0,4,0,0,0,9,4,6,8,3,-1.66790111755557,1.66790111755557
"1668",43802,0,1,7,2,1,6,9,9,5,7,4,2.82199769910208,-2.82199769910208
"1669",43901,1,2,2,2,13,1,14,7,12,7,4,7.04472570318042,-7.04472570318042
"1670",36210,1,1,4,1,0,1,9,5,6,10,3,-1.32892086590081,1.32892086590081
"1671",14266,1,0,5,2,2,5,9,6,7,9,5,2.07156237358459,-2.07156237358459
"1672",21873,0,2,8,15,17,10,6,6,3,4,6,19.6013503375295,-19.6013503375295
"1673",42184,1,0,4,0,1,3,6,9,5,7,4,1.50576201417787,-1.50576201417787
"1674",59113,0,0,2,0,6,0,3,3,5,5,3,3.74907200340504,-3.74907200340504
"1676",46656,1,2,1,2,0,2,10,11,5,9,5,-0.629223820350715,0.629223820350715
"1677",29579,0,0,1,4,6,0,14,5,7,13,3,-0.869066532320503,0.869066532320503
"1678",11957,12,6,8,0,0,4,6,7,7,7,3,6.17814060439624,-6.17814060439624
"1679",14175,1,1,5,0,2,5,14,3,5,7,3,-0.451263342934721,0.451263342934721
"1680",44420,2,0,8,1,0,7,10,9,14,6,3,4.32535288638463,-4.32535288638463
"1681",21378,2,0,2,0,3,0,11,3,9,7,3,-0.1557486533346,0.1557486533346
"1682",44560,0,1,2,1,0,0,14,3,4,12,3,-5.37337359836001,5.37337359836001
"1683",34637,0,0,3,0,0,0,10,4,4,12,3,-4.19997060945637,4.19997060945637
"1684",44446,0,0,3,0,0,3,13,3,3,9,3,-3.84902329587731,3.84902329587731
"1685",29892,1,2,3,1,1,2,13,7,7,10,6,-1.13067101516011,1.13067101516011
"1686",46151,0,0,5,1,0,3,14,7,5,10,3,-2.7260538547982,2.7260538547982
"1687",39693,0,6,1,12,16,5,6,9,8,5,3,16.542974655528,-16.542974655528
"1689",47878,3,1,6,2,4,4,6,6,9,5,3,6.4391386000786,-6.4391386000786
"1690",48504,2,1,3,1,0,3,10,6,5,12,3,-1.98614710444804,1.98614710444804
"1691",22996,0,0,1,0,0,0,9,3,4,12,3,-4.5281777968614,4.5281777968614
"1692",32532,11,6,9,13,8,11,5,9,3,3,15,19.5398058974208,-19.5398058974208
"1693",31427,1,0,2,4,1,5,6,3,9,7,3,2.88765121321938,-2.88765121321938
"1694",16675,10,10,12,8,9,5,12,5,6,3,7,15.386774436708,-15.386774436708
"1696",46573,1,0,4,2,0,9,13,12,9,10,7,1.27338332416389,-1.27338332416389
"1698",43018,0,2,2,1,2,5,11,6,5,11,4,-0.663909557904883,0.663909557904883
"1699",15396,4,2,3,14,11,6,10,3,13,4,3,14.2214006035906,-14.2214006035906
"1701",31492,0,0,1,0,0,0,12,8,6,10,3,-3.93437349240875,3.93437349240875
"1702",44032,1,0,5,0,0,1,10,4,5,9,3,-2.01324714659936,2.01324714659936
